"exped","ubic","numextubi","numintubi","colubi"
"13224006","S BAJA","","","S DEL VALLE"
"13224007","S BAJA","","","S DEL VALLE"
"13224008","SIERRA DEL VALLE","149","","SIERRA DEL VALLE"
"13224009","SIERRA DEL VALLE","151","","SIERRA DEL VALLE"
"13224010","S DEL VALLE","153","","SIERRA DEL VALLE"
"13224011","SIERRA DEL VALLE","101","","SIERRA DEL VALLE"
"13224012","","217","","SIERRA DEL VALLE"
"13224013","SIERRA DEL VALLE","219","","SIERRA DEL VALLE"
"13224014","SIERRA DEL VALLE L14 M224","","",""
"13224015","SIERRA DEL VALLE","L15 M224","","SIERRA DEL VALLE"
"13224016","SIERRA BAJA","L2","","SUERRA DEL VALLE"
"13225001","SIERRA ALTA","120","","SIERRA DEL VALLE"
"13225002","SIERRA ALTA","L2 M225","",""
"13225003","SIERRA ALTA L3 M225 SIERRA DEL VALL","","",""
"13225004","SIERRA ALTA","L4","","SIERRA DEL VALLE"
"13225005","SIERRA ALTA","112","","SIERRA DEL VALLE"
"13225006","SIERRA ALTA","L6 M225","","SIERRA DEL VALLE"
"13225007","SIERRA ALTA 108","","","SIERRA DEL VALLE"
"13225008","SIERRA ALTA","106","","SIERRA DEL VALLE"
"13225009","S DEL VALLE","L9 M225","","S DEL VALLE"
"13225010","SIERRA DEL VALLE","102","",""
"13225011","SIERRA DEL VALLE","L11 M225","",""
"13225012","SIERRA DEL VALLE","L12 M225","","SIERRA VALLE"
"13225013","SIERRA DEL VALLE","L13 M225","",""
"13225014","SIERRA DEL VALLE L14 M225","","",""
"13226001","HDA SABARADO","401","","HACIENDA DEL VALLE"
"13226002","HACIENDA SABARADO","403","","HACIENDA DEL VALLE"
"13226003","HACIENDA SABARADO 405","","","HACIENDA DEL VALLE"
"13226004","HACIENDA SABARADO 407","","","HACIENDA DEL VALLE"
"13226005","HACIENDA SABARADO 409","","","HACIENDA DEL VALLE"
"13226006","HDA SABARADO 411","","","HACIENDA DEL VALLE"
"13226007","HDA SABARADO","413","","HACIENDA DEL VALLE"
"13226008","HDA SABARADO 415","","","HACIENDA DEL VALLE"
"13226009","HDA SABARADO","417","","HACIENDA DEL VALLE"
"13226010","HACIENDA SABARADO 419","","","HACIENDA DEL VALLE"
"13226011","HDA SABARADO 421","","","HACIENDA DEL VALLE"
"13226012","HACIENDA VILLA VIEJA","520","","HACIENDA DEL VALLE"
"13226013","HDA VILLA VIEJA 518","","","HACIENDA DEL VALLE"
"13226014","HDA VILLA VIEJA 516","","","HACIENDA DEL VALLE"
"13226015","HDA VILLA VIEJA 514","","","HACIENDA DEL VALLE"
"13226016","HDA VILLA VIEJA 512","","","HACIENDA DEL VALLE"
"13226017","HDA VILLA VIEJA 510","","","HACIENDA DEL VALLE"
"13226018","HACIENDA VILLA VIEJA","508","","HACIENDA DEL VALLE"
"13226019","HDA VILLA VIEJA","506","","HACIENDA DEL VALLE"
"13226020","HACIENDA VILLA VIEJA","504","","HACIENDA DEL VALLE"
"13226021","HDA VILLA VIEJA","502","","HACIENDA DEL VALLE"
"13226022","HDA VILLA VIEJA 500","","","HACIENDA DEL VALLE"
"13227001","HDA DEL ICAMOLE 301","","","HDA DEL VALLE"
"13227002","HDA DE ICAMOLE","303","","HACIENDA DEL VALLE"
"13227003","HDA DE ICAMOLE","305","","HACIENDA DEL VALLE"
"13227004","HDA DE ICAMOLE 307","","","HACIENDA DEL VALLE"
"13227005","HACIENDA DE ICAMOLE 309","","","HACIENDA DEL VALLE"
"13227006","HACIENDA DE ICAMOLE 311","","","HACIENDA DEL VALLE"
"13227007","HACIENDA DE ICAMOLE","313","","HACIENDA DEL VALLE"
"13227008","HACIENDA DE ICAMOLE 315","","","HACIENDA DEL VALLE"
"13227009","HACIENDA DE ICAMOLE 317","","","HACIENDA DEL VALLE"
"13227010","HDA SABARADO 414","","","HACIENDA DEL VALLE"
"13227011","HACIENDA SABARADO","412","","HACIENDA DEL VALLE"
"13227012","HACIENDA DE SABARADO","410","","HACIENDA DEL VALLE"
"13227013","HACIENDA SABARADO 408","","","HACIENDA DEL VALLE"
"13227014","HDA SABARADO 406","","","HACIENDA DEL VALLE"
"13227015","HDA SABARADO 404","","","HACIENDA DEL VALLE"
"13227016","HDA SABARADO 402","","","HACIENDA DEL VALLE"
"13227017","HACIENDA SABARADO","400","","HACIENDAS DEL VALLE"
"13228001","HDA DEL AYANCUAL 201","","","HACIENDA DEL VALLE"
"13228002","HACIENDA DEL AYANCUAL 203","","","HACIENDA DEL VALLE"
"13228003","HDA DEL AYANCUAL","205","","HACIENDA DEL VALLE"
"13228004","HDA DEL AYANCUAL","207","","HACIENDA DEL VALLE"
"13228005","HDA DE AYANCUAL 209","","","HACIEDA DEL VALLE"
"13228006","HDA DEL AYANCUAL 211","","","HDA DEL VALLE"
"13228007","HDA DEL AYANCUAL","213","","HACIENDA DEL VALLE"
"13228008","HDA DEL AYANCUAL","215","","HACIENDA DEL VALLE"
"13228009","HDA DEL AYANCUAL 217","","","HACIENDA DEL VALLE"
"13228010","HDA DEL ICAMOLE 316","","","HDA DEL VALLE"
"13228011","HDA DE ICAMOLE 314","","","HDA DEL VALLE"
"13228012","HDA DE ICAMOLE 312","","","HDA DEL VALLE"
"13228013","HDA DE ICAMOLE","310","","HACIENDA DEL VALLE"
"13228014","HDA DE ICAMOLE","308","","HACIENDA DEL VALLE"
"13228015","HACIENDA DE ICAMOLE","306","","HDA DEL VALLE"
"13228016","HDA DE ICAMOLE 304","","","HACIENDA DEL VALLE"
"13228017","HDA DE ICAMOLE","302","","HACIENDA DEL VALLE"
"13228018","HACIENDA DE ICAMOLE 300","","","HACIENDA DEL VALLE"
"13229002","HDA DEL AYANCUAL 212","","","HACIENDA DEL VALLE"
"13229003","HDA DEL AYANCUAL","210","","HDA DEL VALLE"
"13229004","HDA DEL AYANCUAL 208","","","HACIENDA DEL VALLE"
"13229005","HDA DEL AYANCUAL 206","","","HACIENDA DEL VALLE"
"13229006","HDA DEL AYANCUAL 204","","","HACIENDA DEL VALLE"
"13229007","HDA DE AYANCUAL 202","","","HACIENDA DEL VALLE"
"13229008","HDA DEL AYANCUAL","200","","HACIENDA DEL VALLE"
"13229101","PLUTARCO E CALLES","100","C-1","HDA DEL VALLE"
"13229102","PLUTARCO E CALLES 100 CASA 2","","",""
"13229103","PLUTARCO E CALLES 100 CASA 3","","",""
"13229104","PLUTARCO E CALLES","100","INT 4",""
"13229105","PLUTARCO E CALLES 100 CASA 5","","",""
"13229106","PLUTARCO E CALLES","100 CASA6","",""
"13229107","P ELIAS CALLES","100","CASA 7",""
"13229108","P ELIAS CALLES 100 CASA 8","","",""
"13229109","P ELIAS CALLES","100","CASA 9","HACIENDA DEL VALLE"
"13229110","P ELIAS CALLES","100","CASA 10",""
"13229111","HDA DEL VALLE","120","11","HDA DEL VALLE"
"13229112","P ELIAS CALLES","100","CASA 12",""
"13229113","P ELIAS CALLES 100 CASA 13","","",""
"13229114","HDA DEL VALLE 126","","","HDA DEL VALLE"
"13232001","21 DE MARZO","103","","BARRANCAS DEL PEDREG"
"13232002","21 DE MARZO","105","","BARRANCA DEL PEDREGA"
"13232003","21 DE MARZO","107","","BARRANCAS DEL PEDREG"
"13232004","21 DE MARZO 109","","","BARRANCAS DEL PEDREG"
"13232005","21 DE MARZO 111","","","BARRANC DEL PEDREGAL"
"13232006","21 DE MARZO","113","","BARRANC DEL PEDREGAL"
"13232007","21 DE MARZO","115","","BARRANCA DEL PEDREGA"
"13232008","21 DE MARZO 117","","","B DEL PEDREGAL"
"13232009","21 DE MARZO 119","","","BARRANC DEL PEDREGAL"
"13232010","21 DE MARZO 121","","","BARRANC DEL PEDREGAL"
"13232011","21 DE MARZO 123","","","BARRANC DEL PEDREGAL"
"13232012","21 DE MARZO","125","","BARRANC DEL PEDREGAL"
"13232013","21 DE MARZO","127","","BARRANCAS DEL PEDREG"
"13232014","21 DE MARZO","129","","BARRANCAS PEDREGAL"
"13232015","21 DE MARZO","131","","BARRANCAS DEL PEDREG"
"13232016","21 DE MARZO","133","","BARRANC DEL PEDREGAL"
"13232017","21 DE MARZO","135","","BARRANCAS PEDREGAL"
"13232018","21 DE MARZO","137","","BARRANC DEL PEDREGAL"
"13232019","21 DE MARZO","139","","BARRANCAS PEDREGAL"
"13232020","21 DE MARZO","141","","BARRANC DEL PEDREGAL"
"13232021","21 DE MARZO","143","","BARRANCAS PEDREGAL"
"13232022","21 DE MARZO","145","","BARRANCAS PEDREGAL"
"13232023","21 DE MARZO","147","","BARRANC DEL PEDREGAL"
"13232024","21 DE MARZO","149","","BARRANCAS DEL PEDREG"
"13232025","21 DE MARZO 151","","","BARRANC DEL PEDREGAL"
"13232026","21 DE MARZO 153","","","B DEL PEDREGAL"
"13232027","21 DE MARZO 155","","","B DEL PEDREGAL"
"13232028","21 DE MARZO","157","","BARRANCAS DEL PEDREG"
"13232029","21 DE MARCO 159","","","BARRANCAS DEL PEDREG"
"13232030","21 DE MARZO 161","","","B DEL PEDREGAL"
"13232031","21 DE NARZO","163","","B DEL PEDREGAL"
"13232032","21 DE MARZO","165","","BARRANCAS DEL PEDREG"
"13232033","21 DE MARZO","167","","B DEL PEDREGAL"
"13232034","21 DE MARZO","169","","B DEL PEDREGAL"
"13232035","21 DE MARZO","171","","BARRANCAS DEL PEDREG"
"13232036","21 DE MARZO","173","","B DEL PEDREGAL"
"13232037","21 DE MARZO","175","","B DEL PEDREGAL"
"13232038","21 DE MARZO","177","","B DEL PEDREGAL"
"13232039","21 DE MARZO","179","","BARRANCAS DEL PEDREG"
"13232040","21 DE MARZO 181","","","B DEL PEDREGAL"
"13232041","21 DE MZO BARRANCAS PEDERGA","","",""
"13232042","21 DE MZO BARRANCAS PEDREGA","","",""
"13233001","21 DE MARZO","L1 M233","","BARRANCAS DEL PEDREG"
"13233002","BENITO JUAREZ","135","","BARRANCAS DEL PEDREG"
"13233003","PROL B JUAREZ 137 BARRANCAS DEL PTE","","",""
"13233004","PROL B JUAREZ 139","","","B DEL PEDREGAL"
"13233005","PROL B JUAREZ 141 B DEL PEDREGAL","","",""
"13233006","PROLONGACION BENITO JUAREZ","143","","BARRANCAS DEL PEDREG"
"13233007","PROL BENITO JUAREZ","145","","BARRANCA DEL PEDREGA"
"13233008","PROL B JUAREZ Y 21 DE MARZO","133","","BARRANCAS DEL PEDREG"
"13233009","21 DE MARZO","203","","B DEL PEDREGAL"
"13234001","21 DE MARZO","108","","B DEL PEDREGAL"
"13234002","21 DE MARZO","104","","B DEL PEDREGAL"
"13234003","21 DE MARZO 112","","","BARRANCAS/PEDREGAL"
"13234004","21 DE MARZO","114","","B DEL PEDREGAL"
"13234005","21 DE MARZO","116","","B DEL PEDREGAL"
"13234006","21 DE MARZO L6 M234","","","B DEL PEDREGAL"
"13234007","21 DE MARZO","L7 M234","","B DEL PEDREGAL"
"13234008","21 DE MARZO L8 M234","","","B DEL PEDREGAL"
"13234009","21 DE MARZO","124","","LA BARRANCA"
"13235001","GALEANA Y PRIV GALEANA","","",""
"13235002","GALEANA 148","","","TAMPIQUITO"
"13235003","GALEANA 152","","",""
"13235004","JUSTO SIERRA 128","","","TAMPIQUITO"
"13235005","JUSTO SIERRA 128  INT 17","","","TAMPIQUITO"
"13235006","JUSTO SIERRA 128","","","TAMPIQUITO"
"13235007","JUSTO SIERRA","","","TAMPIQUITO"
"13235008","JUSTO SIERRA","","",""
"13235009","JUSTO SIERRA 128","","","TAMPIQUITO"
"13235010","JUSTO SIERRA","180","","TAMPIQUITO"
"13235011","J SIERRA Y 16 DE SEPT","","","TAMPIQUITO"
"13235012","16 DE SEPTIEMBRE","139","","TAMPIQUITO"
"13235013","PROL 16 DE SEPTIEMBRE","","","TAMPIQUITO"
"13235014","16 DE SEPT PTE 131 TAMPIQUITO","","",""
"13235016","PRIVADA NUEVA","170","","LOMAS DE TAMPIQUITO"
"13235017","PRIV GALEANA","164","","TAMPIQUITO"
"13235018","PRIV GALEANA","160","","TAMPIQUITO"
"13235019","PRIV GALEANA 158","","","TAMPIQUITO"
"13235020","PRIV NUEVA 156 TAMPIQUITO","","",""
"13235021","PRIV GALEANA 154","","","TAMPIQUITO"
"13237001","BOSQUES DE NORUEGA","800","","BOSQUES DEL VALLE 5T"
"13237003","B DE NORUEGA","810","","BOSQUES DEL VALLE"
"13237004","B DE NORUEGA 812","","","BOSQUES DEL VALLE"
"13237005","BOSQUES DE NORUEGA","814","","BOSQUES DEL VALLE"
"13237006","BOSQUES DE NORUEGA","816","","BOSQUES DEL VALLE"
"13237007","B DE NORUEGA1","818","","BOSQUES DEL VALLE"
"13237008","B DE NORUEGA","820","","BOSQUES DEL VALLE"
"13237009","B DE NORUEGA","822","","BOSQUES DEL VALLE"
"13237010","B DE NORUEGA M 237 L 10","","","BOSQUESD DEL VALLE"
"13237011","BOSQUES DE NORUEGA 826","","","BOSQUES DEL VALLE"
"13237012","BOSQUES DE NORUEGA 828","","","BOSQUES DEL VALLE"
"13237013","BOSQUES DE NORUEGA","L13 M237","","BOSQUES DEL VALLE"
"13237014","B D NORUEGA","832","","BOSQUES DEL VALLE"
"13237015","B DE NORUEGA","L15 M237","","BOSQUES DEL VALLE"
"13237017","B DE VIENA M 237 L 17","","",""
"13237018","BOSQUES DEL NORUEGA","838","","BOSQUES DEL VALLE"
"13237019","BOSQUES DEL NORUEGA","836","","BOSQUES DEL VALLE"
"13237020","BOSQUES DEL NORUEGA","L20 M237","","BOSQUES DEL VALLE"
"13238001","RIO SUCHIATE","114","","LOMAS DEL VALLE"
"13238002","RIO SUCHIATE SUR","325","","LOMAS DEL VALLE"
"13238003","PRIV USUMACINTA 112","","",""
"13238004","PRIVADA USUMACINTA","110","","LOMAS DEL VALLE"
"13238005","USUMACINATA 108","","","LOMAS DEL VALLE"
"13238006","PRIV USUMACINTA","106","","L VALLE"
"13238007","PRIVADA","L7","8","LOMAS DEL VALLE"
"13238009","LOMAS DEL VALLE 672","","","LOMAS DEL VALLE"
"13238010","SUCHIL","102","","LOMAS DEL VALLE"
"13238011","SUCHIL","104","","LOMAS DEL VALLE"
"13238012","SUCHIL 106","","","LOMAS DEL VALLE"
"13238013","SUCHIL PTE","108","","LOMAS DEL VALLE"
"13238014","PRIVADA","","",""
"13238015","SUCHIL 112","","","LOMAS DEL VALLE"
"13239001","BOSQUES DE CHIAPAS","301","","BOSQUES DEL VALLE"
"13239002","BOSQUES DE CHIAPAS 303","","","BOSQUES DEL VALLE"
"13239003","BOSQUES DE CHIAPAS","305","","BOSQUES DEL VALLE"
"13239004","BOSQUES DE CHIAPAS","307","","BOSQUES DEL VALLE"
"13239005","BOSQUES DE CHIAPAS","309","","BOSQUES DEL VALLE"
"13239006","BOSQUES CHIAPAS 311","","","BOSQUES DEL VALLE"
"13239007","B DE CHAPULTEPEC","404","","B DEL VALLE"
"13239008","BOSQUES DE CHAPULTEPEC","402","","BOSQUES DEL VALLE"
"13239009","B DE TEHUANTEPEC 312","","","BOSQUES DEL VALLE"
"13239010","B DE TEHUANTEPEC","310","","BOSQ DEL VALLE"
"13239011","BOSQUES DE TEHUANTEPEC","308","","BOSQUES DEL VALLE"
"13239012","B DE TEHUANTEPEC 322 B VALL","","",""
"13239013","BOSQUES DE TEHUANTEPEC","L013 M239","","BOSQUES DEL VALLE"
"13240001","SIERRA ALTA","105","","VILLAS DEL VALLE"
"13240002","SIERRA ALTA","103","","VILLA DEL VALLE"
"13240003","SIERRA NEVADA","302","","VILLAS DEL VALLE"
"13240004","SIERRA NEVADA","306","","VILLAS DEL VALLE"
"13240005","SIERRA NEVADA","310","","VILLAS DEL VALLE"
"13240006","SIERRA NEVADA","314","","VILLAS DEL VALLE"
"13240007","SIERRA FRIA 104","","","VILLAS DEL VALLE"
"13240008","SIERRA FRIA","106","","VILLAS DEL VALLE"
"13240009","SIERRA FRIA 108","","","VILLAS DEL VALLE"
"13240010","SIERRA NEVADA","304","","DEL VALLE"
"13240011","SIERRA NEVADA 312","","","LAS VILLAS"
"13240012","SIERRA NEVADA","308","","VILLAS DEL VALLE"
"13241001","SIERRA FRIA","105","","VILLAS DEL VALLE"
"13241002","SIERRA FRIA 103","","","VILLAS DEL VALLE"
"13241003","SIERRA FRIA","99 Y 101","","VILLAS DEL VALLE"
"13241005","SIERRA NEVADA","222","","VILLAS DEL VALLE"
"13241006","SIERRA NEVADA","224","","VILLAS DEL VALLE"
"13241007","SIERRA BELLA","226","","VILLAS DEL VALLE"
"13241008","SIERRA BELLA 228","","","FUENTES DEL VALLE"
"13241009","SIERRA BELLA L9 M241","","","VILLAS DEL VALLE"
"13241010","SIERRA BELLA","232","","VILLAS DEL VALLE"
"13241011","SIERRA FRIA","101","","VILLAS DEL VALLE"
"13242001","SIERRA PERSEVERANCIA","135","","VILLAS DEL VALLE"
"13242002","OSCAR M PEREZ L 2 M 242","","",""
"13242003","PERSEVERANCIA 139","","","VILLAS DEL VALLE"
"13242004","PERSEVERANCIA","141","","VILLAS DEL VALLE"
"13242005","PERSEVERANCIA","143","","VILLAS DEL VALLE"
"13242006","PERSEVERANCIA","145","","VILLAS DEL VALLE"
"13242007","OSCAR M PEREZ","147","","VILLAS DEL VALLE"
"13242008","PERSEVERANCIA","149","","VILLAS DEL VALLE"
"13242009","SIERRA NEVADA 201","","","VILLAS DEL VALLE"
"13242010","SIERRA NEVADA","203","","VILLAS DEL VALLE"
"13242011","SIERRA NEVADA L 11 M 242","","","VILLAS DEL VALLE"
"13242012","SIERRA NEVADA 207","","","VILLAS DEL VALLE"
"13242013","SIERRA NEVADA 209","","","VILLAS DEL VALLE"
"13242014","SIERRA NEVADA","211","","VILLAS DEL VALLE"
"13242015","SIERRA NEVADA 213","","","VILLAS DEL VALLE"
"13242016","SIERRA NEVADA","215","","VILLAS DEL VALLE"
"13242017","SIERRA NEVADA","S/N","",""
"13242018","SIERRA BELLA","220","","DEL VALLE"
"13242019","SIERRA NEVADA 225","","","VILLAS DEL VALLE"
"13242020","SIERRA BELLA","216","","VILLAS DEL VALLE"
"13242021","SIERRA BELLA 214","","","VILLAS DEL VALLE"
"13242022","SIERRA BELLA","212","","VILLAS DEL VALLE"
"13242023","SIERRA BELLA 210","","","VILLA DEL VALLE"
"13242024","SIERRA BELLA 351","","","VILLAS DEL VALLE"
"13242025","SIERRA BELLA 206","","","VILLAS DEL VALLE"
"13242026","SIERRA BELLA","204","","VILLAS DEL VALLE"
"13242029","OSCAR M PEREZ","L 29","","RINCON DE LA MONTA¥A"
"13242030","SIERRA NEVADA","L10 M242","",""
"13242031","SIERRA BELLA","216","","VILLA DEL VALLE"
"13243001","SIERRA NEVADA M 243 L 1","","",""
"13243002","SIERRA NEVADA","204","","VILLAS DEL VALLE"
"13243003","SIERRA NEVADA","M243 L3","","VILLAS DEL VALLE"
"13243004","SIERRA NEVADA","M243 L4","","VILLAS DEL VALLE"
"13243005","SIERRA NEVADA","210","","VILLAS DEL VALLE"
"13243006","SIERRA NEVADA Y S ALTA","212","","VILLAS DEL VALLE"
"13243007","SIERRA ALTA","104","","VILLAS DEL VALLE"
"13243008","SIERRA ALTA","106","","VILLAS DEL VALLE"
"13246001","PRIV RISCO","103","","RINCON DE LA MONTA¥A"
"13246002","PRIV RISCO 105","","","RINCON DE LA MONTA/A"
"13247001","PRIV J MONTAMAYOR 209","","",""
"13247002","PRIV J MONTEMAYOR","207","","RINCON DE LA MONTA¥A"
"13247003","GALEANA 228","","",""
"13247004","GALEANA","232","","RINCON DE LA MONTA/A"
"13248001","PRIV DEL PE/ON 117","","","RINCON DE LA MONTA/A"
"13248003","PRIVADA DEL PE¥ON","113","","RINCON DE LA MONTA¥A"
"13248004","PRIV DEL PE/ON 111","","","RESID MONTA/A"
"13248005","PRIV DEL PE¥ON","109","","RINCON DE LA MONTA¥A"
"13248006","PRIV DEL PE/ON 107 R MONTA/","","",""
"13248007","PRIV DEL PE/ON","105","","RINCON DE LA MONTA¥A"
"13248008","PRIV DEL PE/ON 103","","","RINCON DE LA MONTA/A"
"13248009","J MONTEMAYOR","271","","RINCON DE LA MONTA¥A"
"13248010","PRIV RISCO","100","","LA MONTA/A"
"13248011","PRIV RISCO","104","","RINCON DE LA MONTA¥A"
"13248014","PRIV DEL PE/ON INTERIOR","","",""
"13248015","J M MONTEMAYOR Y PRIV DEL PE¥ON","101","","RINCON DE LA MONTA¥A"
"13249001","PRIV DEL PE/ON 122 R MONTA/","","",""
"13249002","PRIV DEL PE/ON","120","","RINCON DE LA MONTA/A"
"13249003","PRIV DEL PE¥ON","118","","R DE LA MONTA¥A"
"13249004","PRIVADA DEL PE/ON 116","","","RINCON DE LA MONTA/A"
"13249005","PRIV DEL PE/ON 112","","","RINCON DE LA MONTA/A"
"13249006","PRIVADA DEL PE/ON PTE","114","","RINCON DE LA MONTA/A"
"13249007","PRIV DEL PE/ON 110","","","LA MONTA/A"
"13249008","PRIV DEL PE/ON 108","","","LA MONTA/A"
"13249009","PRIV DEL PE/ON SUR 106","","",""
"13249010","PRIV DEL PE/ON","104","","R DE LA MONTA/A"
"13249011","PRIV DEL PE/ON 102","","",""
"13249012","16 DE SEPTIEMBRE","181","","RINC DE LA MONTA¥A"
"13249013","16 DE SEPTIEMBRE","183","",""
"13249014","16 DE SEPTIEMBRE 185","","","RINCON DE LA MONTA/A"
"13249015","16 DE SEPTIEMBRE 187 R MONT","","",""
"13249016","16 DE SEPTIEMBRE","189","","RINCON DE LA MONTA¥A"
"13249017","16 DE SEPTIEMBRE","191","","R LA MONTA/A"
"13249018","16 DE SEPTIEMBRE","193","","RINCON DE LA MONTA¥A"
"13249019","16 DE SEPTIEMBRE","195","",""
"13249020","16 DE SEPTIEMBRE","197","","RINCON DE LA MONTA¥A"
"13249021","16 DE SEPTIEMBRE","L21 M249","","RINCON DE LA MONTA¥A"
"13249022","16 DE SEPTIEMBRE","L22 M249","","RINCON DE LA MONTA¥A"
"13249023","16 DE SEP","203","","RINCON DE LA MONTA/A"
"13249024","16 DE SEPTIEMBRE","205","","RINCON DE LA MONTA¥A"
"13249025","16 DE SEPTIEMBRE","207","","RINC DE LA MONTA¥A"
"13249026","DE LA MESETA 209","","","RINCON DE LA MONTA/A"
"13249027","PRIV DE LA MESETA 217","","","RINCON DE LA MONTA/A"
"13249028","DE LA MESETA","212","","RINCON DE LA MONTA/A"
"13249029","PRIV DE LA MESETA 214","","","RINCON DE LA MONTA/A"
"13249030","PRIV DE LA MESETA","216","","RINCON DE LA MONTA/A"
"13249031","PRIV DE LA MESETA","218","","R DE LA MONTA¥A"
"13249032","PRIV DE LA MESETA","210","","RINCON DE LA MONTA/A"
"13249033","PRIVADA DE LA MESETA","208","","RINCON DE LA MONTA¥A"
"13249034","PRIV DE LA MESETA","224","","RINCON DE LA MONTA/A"
"13249035","PRIVADA DE LA MESETA","226","","RINCON DE LA MONTA/A"
"13249036","PRIV DE LA MESETA","228","","RINCON DE LA MONTA¥A"
"13249037","PRIV DE MESETA 230","","","R DE LA MONTA/A"
"13249038","PRIVADA DE LA MESETA","232","","RINCON MONTA¥A"
"13249039","PRIV DE LA MESETA","234","","R DE LA MONTA/A"
"13249040","PRIV DE LA MESETA","236","","R DE LA MESETA"
"13251001","COATZACOALCOS","450","","LOMAS DEL VALLE"
"13251002","SIERRA BELLA","130","","LOMAS DEL VALLE"
"13251003","OSCAR M PEREZ","","",""
"13251004","PERSEVERANCIA","111","","LOMAS DEL VALLE"
"13251006","SIERRA BELLA","","",""
"13251009","OSCAR M PEREZ","L9 M251","","LOMAS DEL VALLE"
"13251100","COATZACOALCOS 400 LOMAS DEL VALLE","","",""
"13251101","ROBERTO G SADA","400 D","5B","LOMAS DEL VALLE"
"13251102","ROBERTO G SADA","400 D","5 C","LOMAS DEL VALLE"
"13251103","COATZACOALCOS EDIF 4-A","","",""
"13251104","COATZACOALCOS","EDIF 4-B","2 PL",""
"13251105","COATZACOALCOS","EEDIF-4C","3 P",""
"13251106","ROBERTO GARZA SADA","ED 3A","1","LOMAS DEL VALLE"
"13251107","ROBERTO GARZA SADA","400-3-B","","LOMAS DEL VALLE"
"13251108","COATZACOALCOS EDIF 3-C 3 PI","","","LOMAS DEL VALLE"
"13251109","ROBERTO GARZA SADA","400","DEP 2-A","LOMAS DEL VALLE"
"13251110","OSCAR M PEREZ EDIF","2B 2PL","",""
"13251111","OSCAR M PEREZ EDIF 2-C 3 PL","","","LOMAS DEL VALLE"
"13251112","ROBERTO GARZA SADA","400","1 A","VILLAS DEL VALLE"
"13251113","OSCAR M PEREZ EDIF 1-B 2 PI","","",""
"13251114","OSCAR M PEREZ","EDIF 1","C3","LOMAS DEL VALLE"
"13251115","SIERRA BELLA","120","1","COLINAS DE LA SIERRA"
"13251116","SIERRA BELLA","120","2","COLINAS DE LA SIERRA"
"13251117","SIERRA BELLA","120","3","COLINAS DE LA SIERRA"
"13251118","SIERRA BELLA 122 VIVIENDA 4","","","COLINAS DE LA SIERRA"
"13252001","AVE TERRASOL 116","","","TERRASOL"
"13252002","AV TERRASOL","114","","VILLA TERRASOL"
"13252003","TERRASOL","112","","VILLA TERRASEOL"
"13252004","AVE TERRASOL 110","","","VILLAS TERRASOL"
"13252005","AVE TERRASOL 108","","","VILLA TERRASOL"
"13252006","AVE TERRASOL 106","","","VILLA TERRASOL"
"13252007","PRIV TERRA","106","","VILLA TERRASOL"
"13252008","ANDADOR TERRA","104","","VILLAS TERRASOL"
"13252009","PRIVADA TERRA","104","","V TERRASOL"
"13253001","AVE TERRASOL","","",""
"13254001","BOSQUES DE LA SIERRA","808","","BOSQUES DEL VALLE"
"13254002","BOSQUES DE LA SIERRA","304","","BOSQUES DEL VALLE"
"13254003","B DE LA SIERRA  L 3 M 254","","",""
"13254004","B DE LA SIERRA","L4 M240","","B DEL VAL"
"13254005","B DE LA SIERRA","L5 M254","","BOSQUES DEL VA"
"13254006","BOSQUES DE LA SIERRA","310","","BOSQUES DEL VALLE"
"13254007","B DE LA SIERRA","321","","BOSQUES DEL VALLE"
"13254008","B DE LA SIERRA","329","B","VALLE"
"13254009","B DE LA SIERRA","331","","BOSQUES DEL VALLE"
"13254010","BOSQUES DE LA SIERRA","L10 M254","","BOSQUES DEL VALLE"
"13254011","B DE LA SIERRA","335","","BOSQUES DEL VALLE"
"13254012","BOSQUES DE LA SIERRA","337","","BOSQUES DEL VALLE"
"13254013","BOSQUES NEGRO","810","","BOSQUES DEL VALLE"
"13254014","BOSQUES DE LA SIERRA","319","","BOSQUES DEL VALLE"
